Text,Predicted,Target
"Seller Issue Looks very fake, fits very large, and the consensus of multiple people is they just look horrible worn.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue I am very disappointed in the chain i received. I wore it for about a week and then noticed my neck was dark on the side and checked the back of my neck and it was dark green. This chain turned dark brown and left a dark mark all around my neck. Its not sterling silver.  I would not purchase anything from this company again and recommend you don't either. I'm reporting this company to Amazon for selling fake merchandise. Don't buy from this company.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue The watch looks quite simple, even cheap. This is my third Tissot watch and the worst.Very disappointed with the seller - 3 days to wait for the shipping and even worse - there was no Tissot label tag with price and bar code on the watch! Is it a fake? I don't know...",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue cheap knock off, was sent ray bans really fake ray bans. gave them to the kids to play dress up",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue This fake Handlebar Moustache was purchased as a costume, but when I took it out of the package, the night of the party, I find out that it doesn't come with glue to stick it to your face. No one mentioned this in the advertisment. You'd think they would want to sell you a jell-glue to keep the moustache on. It ended up in the trash.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue The pair I received in the mail were not the ones in the picture. They were fake ""Havianas"" look-a-likes that did not even have the logo. Knock off pair do not be fooled",Product Authenticity Issue,Product Authenticity Issue
Seller Issue I have been buying Reaction shoes for years as they always fit so I don't have to pick a new style.  These seem very plasticy and fake.  Maybe its the style but not happy with this pair.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Fake as fake can be!! Do not spend your money on a fake pair!,Product Authenticity Issue,Product Authenticity Issue
Seller Issue These are clearly fake. No metal buckle  just cheap plastic and very light and cheaply made compared to my authentic Birkenstocks I purchased 2 years ago off amazon. Black lettering as well instead of the gold used with real Birkenstocks. Returning them right away and decided to order directly from Birkenstock as the prices were almost the same. Dont waste your money on these!,Product Authenticity Issue,Product Authenticity Issue
Seller Issue This was a bad gift.1)  They are so small for being a quarter ct.2)  They look horrible on my love cause you can't even see them in her ears.3)  They are cloudy diamonds.4)  There is no shine.You are better off buying fake diamonds.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Not sure that they are diamonds in gold. They hurt my ears,when they're not suppost to. I cant take fake,my ears hurt unless they are gold.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Very cloudy, looked cheap and fake.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue You advertised the boots were Australliam UGGS. The boots were made in China and not the quality of UGGS from Australia..I am Mad that I paid all this money for fake boots.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Made with real rabbit fur... disgusting!  Rabbits in ""rabbit farms"" are not treated humanely.  To support this satellite industry is supporting cruelty.  The mice with fake fur or felt are just as fun for your cat.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Amazon stop this thievery!  this is fake leather claiming to be real buffalo leather, cheap material. No doubt why it doesn't last more than a couple of rides.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue These Ugg's are fake ! My old Ugg's are Leather upper, pure wool Lining Made in Australia . These are all man made in Vietnam  of synthetic fabric they look and feel cheep . and are going back .",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue This are fake uggs , be aware what ur buying,the materials are so different .",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Yes, these are fakes. They did not even bother to put them in an UGG Box!!!! The tag inside looks nothing like the other UGGs that I own, there was no certificate of authenticity in the box, the wool inside does not feel anything like actual UGGs. Buyer Beware! Thankfully these were Prime!",Product Authenticity Issue,Product Authenticity Issue
Seller Issue I have 3 pairs of Ugg (boots and slippers) bought straight from their original web site. These boots felt fake the instant I touched them. The sewn in tag was not even cloth like original ugg tags. Nor did the tag look anything like the original ugg tag. The inner lining should not fall out in little tufts of fluff either. Ugg is very stern on fraud and has an entire section on their site that compares authentic uggs to fakes. These boots fit every single fraud exhibit. I ended up paying the extra $15 and buying straight from their site once again. Who wants to pay $195 for something fake?? NOT ME!,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Seems to be fake. Poor quality movement. Notchy second hand. Would not recommend or purchase again. Wish I could return or have serviced but they make you jump through hoops with their own warranty company. Not worth it.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Purchase these for my daughters, comparing these to the one I purchase for my wife at the local jewelery store (not paying much more than this one) they seem like costume crap, even the feel seems cheap....and so close to xmas it's hard to exchange now..even bought a number of charms for the both of them....I remember getting my kids fake jewelery out of the vending machines that look about the same...sorry but would not buy again...NO WAY",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue So, I got this watch as a graduation gift back in March of 2012. It was brand new and I loved it due to the fact that it looked a lot like the Rolex Submariner. Since then it has been my primary watch I wear 24/7. Recently though, (back in June 2013) The wristband broke and Invicta wanted me to pay for shipping AND any parts that they would need to replace. I took it to my local jeweler and they had to reset the band for 10 bucks. While I was there he pointed out what I had always thought was a scratch on the back mineral. He said that it was a hair inside the casing. Now I have owned the watch since it was brand new and NEVER opened the case in its lifetime. He offered to take it out for free but it would destroy the seal for diving. I declined the offer and opted to call Invicta and see what they would do. Once again, they wanted me to send them the watch, pay for shipping, and pay for any repairs that they would do. O, and wait at a minimum of three months to get it back! And this was something that I didn't even do. It was a flaw that happened while it was being made. So I don't think so, I'll save my money for a different watch. The hair hadn't affected watch before, so i left it. Now a month or so later, the bezel fell off the watch. I'm done with Invicta. I really like the watch and it keeps great time, but due to the way it has fallen apart in a year and Invicta's customer service, I think I am going to try a different brand. Maybe Nautica. I've had Timex, Casio and fake Rolexes hold up better than this. So DO NOT BUY! (Also just a side note, the gold is plated and comes off after some time.)",Product Authenticity Issue,Product Authenticity Issue
Seller Issue These appear to be fake Costa Del Mar glasses. It did not come with the warantee information or the lens cleaning cloth. When you view through the lenses the quality clearly was no different than any sunglasses you would buy at a grocery store. You may consider not buying from this vendor.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Should of read the reviews first. These are obviously knock off after wearing them for less than two months. I have maybe worn these 4 times since the date of purchase and the DC emblems fell off after they got wet. WTF! I have worn DC shoes most of my adult life and have never had a shoe fall apart like this. DC shoes have lasted me at the least a year and a half at the least but these are worthless after just two months. I will never buy a product from this company ever again and will make sure everyone I know here on Amazon knows about your fake product.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Design is good but looks fake my Fram legs are bend and feel  Quality feel like fake,Product Authenticity Issue,Product Authenticity Issue
Seller Issue These are fake.  They are not manufactured by AO Eyewear.  At least they are cheap.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue These are definitely fakes! Before I bought these, I saw one review saying that their shoes came with a black logo on the sole rather than the brand's yellowish color, as well as made with different material than original Birkenstocks. But since the majority of the reviews were positive, I went ahead and purchased them anyways. However, mine came and I realized they looked exactly the same as the pictures of the fake Birkenstocks I saw in the review. Everything was off - from the packaging to the material of the shoe. I was very disappointed! Do not buy these if you don't want to risk receiving counterfeits!!",Product Authenticity Issue,Product Authenticity Issue
Seller Issue Part of me thinks these are a fake copy... due to the gluing...,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Received a fake Kangol. Don't buy.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Looks fake.  Doesn't fit right, even though I measured my finger and ordered the smallest size available (8).  But I got that wrong.  A jeweler measured my pinky and said I was a 6.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue Got fake very mad.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue This is fake do not buy,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Received fake hat. Notice spacing on lettering and logo is yellow,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Bought two colors of this hat from different sellers. The one from Amazon LLC was fine, but that Coal Heather hat sold by seller ToneyChan was a total fake. It looked like it was for a child and was extremely cheaply made. In the trash it went!",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Came from china, cheaply made.  Probably fake",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue these shoes are not authentic they are fakes, knock offs, counterfeit ...but will still cost you the same as the real thing.. I'll be shipping my fake a** kicks right back to ya .. thanks for wasting my time",Product Authenticity Issue,Product Authenticity Issue
Seller Issue I liked the idea of having it as a back up ring but this looks fake and plastic. Spend the extra money and get one that looks real. Shipping was prompt through.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue When I got this ring I was so disappointed. It is SO fake looking. If your looking for something that no one will be able to tell is cubic zirconia look somewhere else. Even the metal band was nasty looking. It just looks so cheap.  Waste of 15$ don't buy!,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I had ordered a silver/blue gradient 3025 from Optima that was fulfilled by Amzn. Not only the product turned out to be fake, the customer service from amz blew my mind. The fake rayban did not have basic details, was open box, made in india, colors were off, quality was terrible. Returning it back.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue i don't trust the product it looks fake,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue fake,no doubt do not waste your money and time.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue Super bummed. Super fake. Super dumb for thinking they wouldn't be fake.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue These Sunglasses are FAKE!! These reviews are FAKE too. I was sold fake sunglasses DO NOT BUY!  The sunglasses are plastic and most definitely are not 55mm!,Product Authenticity Issue,Product Authenticity Issue
Seller Issue im not sure about these but im convinced they are fake for some reason. I have had a pair that i got from Sunglass Hut but lost them but these look a little off to me.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I am no expert, but I am going to take these to a shop to be examined because I have a few reasons to believe that they are fake. There was no static sticker on the front of the glass. The case had a thread plopping out very sloppy, and the RB's on the nose plastic were going to wrong direction. I could be wrong, but I think I paid may have paid a bunch of money to fund some thief.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue these are not genuine ray bans. They are decent fakes, but still fake nevertheless. The appearance is fine, but the fit and lens quality are not worth what these cost. I filed a complaint with Amazon, and they were super nice about it.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue Either these are fake or the quality has gone WAY WAY DOWN!!! They used to have fur type lining or sheep skin type insides not this fake mattress foam crap!!! Very very disappointed . Will not order again .My rug  in the picture is furrier than the inside of these shoes,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Ordered this in a 3x. The print on the back looks pixilated and distorted. No guy Harvey pocket in the front. Someone with a total shirt press and a bad computer is making fake guy Harvey shirts and selling them for full retail! I want my money back!,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Cute items. One of the reviews said the 'tie in the shorts was ""real"" so they could be cinched'. That is the reason I brought these but the one I got had a fake drawstring. Won't work for my tiny 2 year old.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue When the price looks too good to be true it probably is. Mine were very high quality fakes ordered from the seller ""Sunbathing"" at around half MSRP. I ordered the tortoise frames with green polarized lenses. Everything about them was identical to the real thing except the lens angle was not right. The 2140s should have a drastic angle where the arms meet the front of the frame. Mine had close to a 90 degree angle. I even took them to Sunglass Hut and compared them to the same model 2140, angle was not right at all. However, some people who prefer the straighter angle may be satisfied with these, especially since they are significantly cheaper than retail price. Another giveaway was the printing quality in the booklets they come with. The images were terribly pixelated, looked similar to if I tried to print it on my home printer. They're good quality, but still fake. I'd rather have the real things.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue As soon as I opened the shipping box, I knew that I had received a fake. The ""Ray Ban"" box was bent and dented, and certainly didn't look like it contained a $110 pair of sunglasses. The glasses case was black rather than the brown shown in the picture, and was lined with cheap fuzzy material that left the glasses covered in small black fibers that were very difficult to wipe off. The actual glasses felt sturdy, but the arms were a dead giveaway that these were a knockoff. Not only did they not open evenly (one side opened beyond the width of the front of the frames, while the other stopped at the edge of the front like it's supposed to), but each arm was a different shape! One side was basically straight while the other had a noticeable curve. Needless to say, they did not sit correctly on my face. Please save yourself the time and hassle of having to make a return!",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I have loved American Optical Pilots for a long time, but the last two pairs i have ordered felt way cheaper and both broke.  I don't know whether the quality is falling off, or if im getting fake products... If anyone has any feedback, let me know as I love the originals.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue doesn't look realistic at all, tossing mine in the garbage. its so fake looking, might be good for a 6-8 yo kid",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue The picture for the item clearly shows a Hanes' packaging and the tagless logo that states ""Classic.""  The item I received has no branding at all on the packaging, which was a cheap clear plastic, which makes me wonder if I am getting fake Hanes t-shirts.  Also, the tagless logo on the items I received states ""ComfortSoft,"" which I understand to be made of thinner material than Classic version of Hanes' t-shirts.  This is clearly advertised.  I am returning the item.",Delivery and Return Issue,Product Authenticity Issue
Seller Issue in person the ring looks fake and the size is very odd. One side is smaller then the other. So its hard to wear. I got a size 6 and it fits like a 5 on bottom and 6 on top.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Do Not Get These!!! I looked up reviews and thought I was safe. The reviews are all fake. I'm a bikini competitor from the east bay. Got these at a size 7. They fit like a size 5! They don't look like the picture. I had to miss posing practice and order different heels with an expensive 2day shipping. the brand ""Pleaser"" is good. All the girls on my team use those. Don't buy Ellie shoes.. I",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue The Marrell's sent to me are fakes. Had i not been a previous Marrell owner i probably wouldnt have noticed, but i have bought several pair for my kids in the past and upon opening them knew instantly these are fake. Low quality material, and knowing fakes usually have one thing cosmetically different, there is no M on the velcro strap as pictured when purchasing. Dont waste $45.00 on here, go to a retailer and pay full price for a real pair of Marrells. I added a picture, purple are fake i just purchased, blue are authentic ones that i already owned.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue These ""Birkenstocks"" are fake!! They are rock hard & strings of fabric & from the ""cork"", which is really like cardboard, continue to fall off. Also, real Birkenstock sizes are very consistent, while I ordered a 36 here & they fit between what a 37 & 38 would in real Birkenstocks. I have small feet & I look like I have elephant feet with these. Horrible purchase, do not waste your money!",Product Authenticity Issue,Product Authenticity Issue
Seller Issue These are fake. When they arrived they seemed real but after comparing them with other pairs they are fake. Very unhappy. The bottoms have JR printed on them. The real ones don't have that.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Without a doubt fakes, I knew it immediately looking at the fake leather and the fake leather sole. However, they are nice looking, good quality for whatever material they are and have held up well.  Real Jacks take a while to break in so comfort is TBD. Not thrilled that they aren't real but, happy that they look nice and are holding up. Several people mentioned hand written size indicating a fake- that is incorrect, real Jacks have hand written size. The faux leather is the giveaway here.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue These seem kind of fake to me.  For one, the material is very thin and and loose and they fit very tight on the waist, which most Levis do not.  Also, the only 2 places on the jeans where it says Levis are on the black leather patch on the back (which feels like cardboard to me) and on the front button.  Normally it says Levis all over the jeans.  Another concern is the tags on the inside of the jeans, which are only tags with Chinese writing on them and only say Levis in very small writing on the bottom.  The stitching also seems kind of crappy to me, not like any of the other Levis I own.  The last concern is that on the tab on the back pocket, it just has an R on it, no Levis.  Please comment if anyone else had this issue or know anything about how to spot counterfeit Levis",Product Authenticity Issue,Product Authenticity Issue
Seller Issue FAKE FAKE FAKE FAKE!! As soon as I took them out of the bag I knew they weren't the real deal - I bought these to replace an old pair that broke and knew right away. These are terrible quality and VERY noticeably lighter than the real ones. I compared them to the pictures on the real website and it's so clear these are cheap fakes. So disappointed. Do not buy from this seller.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Totally fake.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue These are completely fake. I put them next to my real ones and they don't compare.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue I was hoping to find an inexpensive ring to wear to the pool and at times when I didn't want to wear my real set. But...I think you do get what you pay for. This set looked very fake in my opinion. I've returned it and will keep looking.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue The ring is nice but a little to fake.  It looks like a ring that you got out of the machine where you can win a prize.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I couldn't tell by the way the this ring was portrayed from Amazon that the stones were so small !! I love wearing cubics but I like them big. If you are going with fake, might as well get BIG ones. I will probably give this one away",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I've been wearing these for about half a year. They are comfortable, but the fake leather is already ripping in a spot that will require an ugly repair if it can be repaired at all. This is after wearing out a very comfortable pair of Clark's sandals after wearing them for over 15 years. Clark's is making garbage now. These aren't much better. Next, I'm going to save my pennies and try a pair of Mephisto Sharks.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue UPDATE 3/13/18: Updating my review as I said I would should the condition of the shoes rapidly decline. I've worn these sneakers almost daily but mostly just to the office, not at all running around fields or city streets etc, and approximately 2 months in the white siding of the sneaker that attaches to the leather upper is separating in a few parts (on one of the sneakers the siding started to separate after basically 1 month). Mind you, this occurred with my old Cons as well, but not 2 months in. I'm pretty sure at this point that these are fake or just shoddier than usual construction. Otherwise the shoes are fine. Nothing else is wrong. But this is concerning in and of itself.First off, I appreciate super fast shipping. I expected these about a week after ordering, but they arrived about 24 hours later. Awesome!Now, to the sneaker itself. I bought these to replace the same sneakers , also purchased on amazon but from a different seller, from 1 1/2 years ago. Upon opening the box and picking up these new sneakers I could tell there were some small changes. Now, does this mean they are fake, or does converse make small changes to the shoe year to year? Im honestly unsure. But the changes I noticed included these new sneakers being much lighter, I can hold the old pair in one hand and the new pair in another and easily feel the difference in weight. The old pair also have the shoe size imprinted on the bottom of the sole, the new pair do not. And the old pair has slightly different font on the tag on the tongue. Also, the boxes ( I still have my old shoe box) are the same except for some slightly different wording on the sticker. So again, are these fake or is there a slight difference year to year or factory to factory? Im unsure. But otherwise, these sneakers seem good. Per usual with converse they run about half a size large, so you might want to order half a size small. I plan on keeping these because the price was good and they still look and feel pretty good, but if they suddenly and quickly fall apart Ill report it.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Very cute costume, however, the waste was torn and the bottom was frayed, it was only to be used once so I kept it. Not something I will be able to give away or sell. Also, the fake necklace that was included was melted to the package and was completely useless.Also, I ordered my daughter's size and it could not even get far past her head so I had to get a larger size which was still a little snug. I could not return the smaller costume because it was sold via a third party and could not get in touch with anyone to return.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Really narrow. I normally get narrows when I can, but even in medium width these are really skinny.  The insole is nice and squishy, however, there is an edge that can be felt, and caused soreness immediately, before even walking in these.  Very heavy and stiff soles.  These are sold as  leather, however there is nothing anywhere on the item or box saying actual leather, they could be fake leather,  the fact that there is no materials information inside the shoe is concerning.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue I was very disappointed with these Levis when they arrived and I inspected them they seemed fake the Levi sign on the back was of very poor quality and it was not sewed down when I held them up you could see the light through the pants very thin,Product Authenticity Issue,Product Authenticity Issue
Seller Issue These are fake havaianas!!!!! They were so badly made that it hurt my daughter's feet. Don't buy it!,Product Authenticity Issue,Product Authenticity Issue
Seller Issue fake fake leather! don't buy it,Product Authenticity Issue,Product Authenticity Issue
Seller Issue This its a fake its no a leather belt and the metal piece its no a good quality one its a s***,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Don't buy it guys. This pant is fake, not authentic pant. The manufacturer sewed all tags and the quality of this pant is just poor.  If you don't wanna get scammed, then don't buy it!",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue If I could give these a ""0"", I would. The product I received does not look like the picture on the web site. There is no ""Oakley"" etched into the lens and it doesn't say ""made in the U.S.A."" On the ear piece. I'm pretty sure these are fake. Going to purchase them on Oakley's web site. Definitely not paying $190 for cheap fakes!!!!!!",Product Authenticity Issue,Product Authenticity Issue
Seller Issue The pair I received were fake. The sticker was all skewed and falling off the case and I had the luxury of having already had replacement lenses. The glasses said Radar but the lenses were totally different sizes and the attachment was different such that there is no way a Radar lenses would fit those frames.I returned them and purchased the same glasses from Zappos and the replacement lenses fit totaly fine.Please note that the colors are sold by different sellers so I'm only reviewing the seller really and not all options for this product or the product. I love the glasses.The fakes I got were the black frames.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue When I first received this hat it was extremely rough and scratchy, and  was only wearable after I washed it, I did not notice the ""scratch marks"" on the bill until it arrived which is my fault for not looking closer at the pictures. The worn effect is extremely fake looking and they all seem to be produced the exact same way as far as the ""worn"" appearance goes.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue This item is either fake or extremely poor quality. There is almost no stitching on the shoe and it looks and feels like cheap plastic. Returning the item for a fee.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue It is not real Nike, it is fake one. Very disappointed and returned back.",Product Authenticity Issue,Product Authenticity Issue
"Product Issue NOT LIKE THE PICTURE. Feather is small, not large. No grapes. Pineapple and other fruit not visible, all in the back. No front tropical flower, just 3 smushed very fake looking flowers, with one small tropical looking orange flower on the side. Does not look tropical, looks like your grandmother's swimming cap. Colors are different.  I think it looks tacky. But it was cheap!  They should just redo the picture so people will know what to expect.",Product Description Issue,Product Description Issue
"Seller Issue These are FAKE do not buy! When i tried them on i noticed the felt a much different than the ones i had tried on in a store. Upon careful inspection i noticed a few things were off. First to my knowledge ray ban does not make folding wafarers in a matte black finish with g-15 lenses, so this was my first indication that it was fake. Second i noticed that the small rb engraving on the lens was raised, which means that it was not laser engraved(all authentic ray ban products with an rb etching are laser engraved). Also there were a couple items missing in the packaging that authentic ray bans should come with. Do not buy from this seller unless u want expensive fakes.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I was expecting a nice two tone watch that looked professional for interviews, and eventually return to work, and I am also updating my entire wardrobe. As soon as I opened the box, I was not happy. The gold and silver both look washed out, fake. I know it's not real gold and silver in purity, but the washed out colors made it look a very small fraction of what I paid. It is not professional looking, and I was not at all impressed by the microscopic date display. You can barely see the number of the day, and I have good vision. I returned it for a refund, and will probably go with a trusted Fossil instead next try. I would not recommend this product to anyone who wants to get what they paid for.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Those shoes are fake nikes.The material,construction, everything look so cheap and poorly done.DO NOT BUY THESE shoes!I feel I have been robbed.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue This is real, its a fake everything is faded",Product Authenticity Issue,Product Authenticity Issue
Seller Issue Did not fit and very fake when they came to my home they were dented scrached and kinda dirty NOT WORTH THE MONEY DO NOT BUY!!!!,Product Authenticity Issue,Product Authenticity Issue
Seller Issue I've had over a 100 pairs of authentic Nike Air force 1 pairs of sneakers. This is a fake Chinese replica of the sneaker! 1. The tag 2. The star pattern on the sole is off and uneven. 3. There's no faded line above the side groves. 4. The Nike lettering on the tongue looks different.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue I think these are fake,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Something rubs together and squeaks when you walk. Very...annoying. Maybe its the fake leather or what ever material it is used to make this. Very disappointed with purchase and Nike. They use to make good shoes. Nothing like the original. Should of known better then to buy remakes.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue these shoes are not the real nike air force ones, came with paint still on them. these are man made and fake!! do not buy if u want a quality sneaker!! warning",Product Authenticity Issue,Product Authenticity Issue
Seller Issue It is too large for me.  Besides'the brand is different from other levis jean'no W and L 'I do not know it is right or fake.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Don't be deceived. This is not a genuine Levi product. Does not have genuine stamp on inside. Very disappointed with this item. It was not what it was discribed to be. Was supposed to be button fly 501 boyfriend jeans. What I received was some fake copy/zipper front too big pair of pants. Do not recommend at all.,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue I like the idea of this ring and will probably have a custom one made like it, the design of the dragons is poorly made/cast. Shipping and packaging were as expected. The stone looks almost fake and is set crocked. Overall I'm not happy with it, I feel like I got it out of  a vending machine which is probably where it should be.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue Very very disappointed!! This is a fake!!! Immediately upon opening the package noticed a very strong smell of plastic. The inside zipper was sown in so the zipper is bent. Very poor quality materials and workmanship. There was no dust cover bag like I received with my other Hobo wallets. I could go on....Please do not purchase this product nor from this seller!! This is fake!!!,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue These are fake. Or at least not the same as the ones you can buy in big American department stores. Maybe they are import from a different country where the specifications and materials are not the same. I think Amazon would not sell fakes, so I guess it is rather the latter.Differences I could notice (see also pictures)1) Material not the same2) Pocket shape not the same (the USA ones can fit well an iPhone Plus, the Amazon ones not)3) They don't have the Levi's tags you usually find on the ones you purchase in the department stores4) The colors & material of buttons and rivets is not same5) The writing on the Levi's label not the same colorI am returning them. The main complain I have is about the pocket shape that makes uncomfortable sitting with iPhone Plus I the pocket.Beside this you can feel that they they are different and also less comfortable to wearThe Amazon price of this item is similar as from big USA department stores, so I am disappointed to get some less good fake or less good import stuff",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue This item had no mask, no hat, and the wig was terrible. Not only did it not de-tangle even after messing with it for about ten minutes but it falls apart and will leave fake hair everywhere. Not to mention it looks absolutely terrible.Look elsewhere.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue These jeans are 100% fake. Unfortunately I did not inspect them closely enough before I washed them or I would have returned them. First of all, the zipper does not say Levi's on it as it should. The fabric does not feel like Levi's denim when compared with other jeans I have. Also, the cut is off. The waist is baggy, and does not sit low as it should but is very high. The seams on the sides of the legs starts out on the side of the hips and ends up almost in the front of the leg at the bottom. When I am wearing these, people say they look strange. I am very disappointed and will be hesitant to order clothing from Amazon again.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue Awful shirt, 100% fake, I will not use it al all. The logo is painted, the shirt doesn't have any brand/wash indications, it only has a small sign with the size. The shirt quality is as low as you can get. When I bought it (along with other shirts of the same bad quality) I didn't realize it was from a chinese seller (tiancian) who would provide such a lousy product, I feel cheated by both the seller and Amazon. Products and sellers like these should be banned inmediately.",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue This is NOT Lacoste, its a super cheap t-shirt with a fake Lacoste alligator ironed on. Unbelievable.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue its fake!!!! return this itim!,Product Authenticity Issue,Product Authenticity Issue
"Seller Issue This shirts are fake, I bought 4 of them, and this is what I received. A Gildan and other China shirt whit the Lacoste painted. ????",Product Authenticity Issue,Product Authenticity Issue
"Seller Issue After all the great reviews (I suspect many may be fake), I couldn't wait to get my pair.  They arrived - quality low, look cheap, feel ok, but not a very stable heel.  The buckle is cheap shiny plastic and if you have a high instep, like me, it could be a problem.  Needless to say, I will be returnng.  If you are used to higher end clogs like Clark's or Dansko's, you will be dissapointed.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue It's okay but it came with a Casio instruction manual INSTEAD OF TIMEX plus the box had been opened. I did some poking around online and I discovered that this is not a genuine Timex product - I called a Timex representative and they had absolutely no idea that this watch even existed I looked at a few review sites and discovered that it was fake. I returned it the day after it arrived thank goodness for free returns :),Delivery and Return Issue,Product Authenticity Issue
"Seller Issue I don't think these are authentic Wacoal, certainly not first-run.  I purchased black ones.I've been wearing this exact bra model for at least 5 years.. Same size, but always purchased directly from lingerie stores. I took a chance to buy two of these.These are either fake, or Wacoal has drastically altered its sizing and/or fabric quality. They felt snug upon first wearing them, but I thought maybe they need to stretch a bit.  I wore these bras two times each, washed them once (in a lingerie bag, in a front-loader washer with special lingerie wash) and there are holes in multiple places. Again, same size I've purchased and worn on other sites.",Product Authenticity Issue,Product Authenticity Issue
Seller Issue I have been wearing this syle and size of bra for years.  I was excited about the price but should have known better.1. The back material is see through and very thin. All the other bras i have bought were not like this.2. The bra straps were more narrow and less padded not the usual wacoal quality.3.  The cupsize was horribly small.  I have worn the same size for 5 years.I am pretty sure this is a fake wacoal productI returned it and went down to Macy's and bought a real one in the exact size I had ordered from amazon and what do you know it fit.,Product Authenticity Issue,Product Authenticity Issue
Seller Issue Absolute fake. Been buying these for the past 6 years from Calvin Klein store in person. And nothing about this is real. If you have not seen the legit product. You will not notice. Label is written Chinese and has a paper tags when it suppose to be seamless.,Product Authenticity Issue,Product Authenticity Issue
